White,Black,moves,NW,NB
" ""Rkitty"""," ""Jonna36""","['Nc3', 'e5', 'e4', 'Nf6', 'd3', 'Bb4', 'Nf3', 'd6', 'Bd2', 'Bg4', 'a3', 'Bc5', 'h3', 'Bh5', 'Be2', 'O-O', 'Nd5', 'Nxd5', 'exd5', 'Qf6', 'c4', 'Nd7', 'b4', 'a6', 'bxc5', 'Nxc5', 'Bg5', 'Qf5', 'g4', 'Bxg4', 'hxg4', 'Qxg4', 'Be7', 'Rfe8', 'Bh4', 'Qg2', 'Kd2', 'Nb3+', 'Kc2', 'Nxa1+', 'Qxa1', 'Qxf2', 'Re1', 'Qb6', 'Ng5', 'f6', 'Ne6', 'c5', 'Rg1', 'g5', 'Bf2', 'f5', 'Rxg5+', 'Kf7', 'Rxf5+', 'Ke7', 'Bh4+', 'Kd7', 'Rf7+', 'Kc8', 'Bg4', 'Kb8', 'Nc7', 'Ka7', 'Nxe8', 'Rxe8', 'Qd1', 'Rg8', 'Rxh7', 'Qa5', 'Bc8', 'Qa4+', 'Kd2', 'Rg2+', 'Ke1', 'Rg1+', 'Ke2', 'Qxd1+', 'Ke3', 'Qc1+', 'Ke4', 'Rg4+', 'Bxg4', 'Qxa3', 'Bc8', 'Kb8', 'Bxb7', 'a5', 'Bc6', 'Qc3', 'Rh8+', 'Kc7', 'Bd8+', 'Kc8', 'Bxa5#', '1-0']",1.0,0.0
" ""Rkitty"""," ""simkin""","['Nc3', 'c5', 'Nf3', 'e6', 'e4', 'Nc6', 'd3', 'Qc7', 'Bd2', 'Nf6', 'Be2', 'Ne5', 'h3', 'Nxf3+', 'Bxf3', 'Be7', 'a3', 'O-O', 'O-O', 'b6', 'e5', 'Nd5', 'Bxd5', 'exd5', 'f4', 'Bb7', 'g3', 'd4', 'Ne4', 'Bxe4', 'dxe4', 'Qc6', 'Qf3', 'h6', 'Kf2', 'Qb5', 'Rh1', 'Qxb2', 'h4', 'Qb5', 'g4', 'Qc6', 'g5', 'hxg5', 'hxg5', 'Rfc8', 'Qh5', 'f6', 'Qh8+', 'Kf7', 'Qh5+', 'Ke6', 'Qg4+', 'Kf7', 'Qh5+', 'Ke6', 'Qg6', 'Qxe4', 'Qxe4', '1-0']",1.0,0.0
" ""bluewinds"""," ""Rkitty""","['e4', 'Nf6', 'd3', 'e5', 'Bg5', 'd6', 'Nc3', 'Be7', 'g3', 'h6', 'Be3', 'a6', 'Bg2', 'Bd7', 'Nge2', 'Nc6', 'O-O', 'g5', 'Nd5', 'Nxd5', 'exd5', 'Nd4', 'Nxd4', 'exd4', 'Bxd4', 'c5', 'Bxh8', 'f6', 'Qh5+', 'Kf8', 'Qxh6+', 'Kf7', 'Qg7+', 'Ke8', 'Qg6+', 'Kf8', 'Bg7+', 'Kg8', 'Bxf6+', 'Kf8', 'Bg7+', 'Kg8', 'Bh6+', 'Kh8', 'Qg7#', '1-0']",0.0,1.0
" ""chinogomez"""," ""Rkitty""","['e4', 'Nf6', 'e5', 'Ng4', 'Qxg4', 'd6', 'Qg3', 'dxe5', 'Qxe5', 'f6', 'Qh5+', 'g6', 'Qd1', 'h5', 'd3', 'Bg4', 'f3', 'Bf5', 'Nc3', 'e5', 'Nge2', 'Bb4', 'a3', 'Bxc3+', 'Nxc3', 'Nc6', 'Be3', 'a6', 'h3', 'Qd7', 'g3', 'O-O-O', 'Ke2', 'Kb8', 'Ne4', 'Bxe4', 'fxe4', 'Nd4+', 'Bxd4', 'Qxd4', 'c3', 'Qd7', 'Kf3', 'c6', 'Qd2', 'g5', 'Rd1', 'g4+', 'hxg4', 'Qxg4+', 'Kg2', 'h4', 'Be2', 'h3+', 'Rxh3', 'Rxh3', 'Bxg4', 'Rhh8', 'Bf5', '1-0']",0.0,1.0
" ""Rkitty"""," ""Ramiz1991""","['Nc3', 'e5', 'e4', 'Bb4', 'd3', 'd6', 'Bd2', 'Bxc3', 'Bxc3', 'Nf6', 'Be2', 'h6', 'Nf3', 'a6', 'b3', 'Nc6', 'a4', 'Bg4', 'g3', 'Bxf3', 'Bxf3', 'Qc8', 'h3', 'g5', 'Bg4', 'Qd8', 'f4', 'exf4', 'gxf4', 'gxf4', 'Bd2', 'h5', 'Bf5', 'Qe7', 'Bxf4', 'Nd4', 'Bd2', 'Nxf5', 'Bc3', 'Ne3', 'Bxf6', 'Qxf6', 'Qe2', 'Qxa1+', 'Kf2', 'Qxh1', 'Qxe3', 'O-O-O', 'Qa7', 'Rhg8', 'Qa8+', 'Kd7', 'Qxb7', 'Qxh3', 'Qxa6', 'Rg2+', 'Kf1', 'Qh1#', '0-1']",1.0,0.0
" ""NoobTR"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'd6', 'Bc4', 'Nc6', 'Ng5', 'Be7', 'Bxf7+', 'Kd7', 'Be6+', 'Ke8', 'Nf7', 'Bxe6', 'Nxd8', 'Bxd8', 'O-O', 'Bg4', 'Qe1', 'Be7', 'd3', 'Nd4', 'Be3', 'Nxc2', 'Qd2', 'Nxa1', 'Rxa1', 'b6', 'Bg5', 'h6', 'Bxf6', 'Bxf6', 'Qe3', 'Bg5', 'Qg3', 'Be6', 'h4', 'Bf4', 'Qxg7', 'Rg8', 'Qf6', 'Kd7', 'g3', 'Bd2', 'Qf3', 'Raf8', 'Qe2', 'Bxc3', 'bxc3', 'c5', 'a4', 'a5', 'Rb1', 'Bg4', 'Qb2', 'Kc7', 'Qxb6+', 'Kd7', 'Qb7+', 'Ke6', 'Rb6', 'Be2', 'Qd5+', 'Ke7', 'Qxd6+', 'Kf7', 'Rb7+', 'Ke8', 'Qe7#', '1-0']",0.0,1.0
" ""Rkitty"""," ""CKx32""","['Nc3', 'Nf6', 'Nf3', 'd5', 'd4', 'Nc6', 'e3', 'Bg4', 'Bd2', 'e6', 'Be2', 'Bb4', 'a3', 'Ba5', 'h3', 'Bh5', 'Ne5', 'Nxe5', 'dxe5', 'Bxe2', 'Nxe2', 'Nd7', 'Bxa5', 'Nxe5', 'Bc3', 'Nc6', 'Bxg7', 'Rg8', 'Bc3', 'Rxg2', 'Rg1', 'Rh2', 'Rg8+', '1-0']",1.0,0.0
" ""Rkitty"""," ""frodem""","['Nc3', 'e5', 'Nf3', 'd6', 'e4', 'Nf6', 'd3', 'Be7', 'Bd2', 'Bg4', 'Be2', 'O-O', 'h3', 'Be6', 'a3', 'Nc6', 'g4', 'Nd4', 'b4', 'Nxf3+', 'Bxf3', 'c6', 'a4', 'd5', 'b5', 'd4', 'Ne2', 'cxb5', 'axb5', 'b6', 'O-O', 'Qd7', 'Rb1', 'Ba2', 'Rb2', 'Be6', 'c4', 'dxc3', 'Bxc3', 'Bd6', 'Ng3', 'a5', 'bxa6', 'Rxa6', 'g5', 'Ne8', 'Bg4', 'Bxg4', 'Qxg4', 'Qxg4', 'hxg4', 'g6', 'f3', 'b5', 'Rxb5', 'Ra3', 'Bb4', 'Bxb4', 'Rxb4', 'Rxd3', 'Rb5', 'f6', 'gxf6', 'Nxf6', 'Rxe5', 'Nd7', 'Rb5', 'Re8', 'Kg2', 'Ne5', 'f4', 'Nxg4', 'e5', 'Ne3+', 'Kf2', 'Nxf1', 'Nxf1', 'Rd4', 'Ke3', 'Rd1', 'Ng3', 'Re1+', 'Kf3', 'h5', 'Ne4', 'Rg1', 'Nf6+', 'Kf7', 'Nxe8', 'Kxe8', 'e6', 'Ke7', 'Rb6', 'h4', 'Ke4', 'h3', 'Ke5', 'h2', 'Rb7+', 'Kf8', 'e7+', 'Ke8', 'Ke6', 'h1=Q', 'Rb8#', '1-0']",1.0,0.0
" ""lowkaihan"""," ""Rkitty""","['c4', 'Nf6', 'd4', 'e6', 'Nc3', 'd5', 'e3', 'c6', 'Nf3', 'Be7', 'Bd3', 'Bd7', 'Qb3', 'a6', 'Qxb7', 'Bb4', 'Qxa8', 'Bxc3+', 'bxc3', 'O-O', 'Ne5', 'Qb6', 'c5', 'Qa5', 'Qb7', 'Qxc3+', 'Ke2', 'Qxa1', 'Nxd7', 'Qxa2+', 'Bd2', 'Nfxd7', 'Rb1', 'g6', 'Rb2', 'Qa1', 'g3', 'Qh1', 'h4', 'Qh2', 'e4', 'Qh3', 'exd5', 'exd5', 'Bxa6', 'Qg4+', 'f3', 'Qxg3', 'Be3', 'Qh2+', 'Kd3', 'Qxh4', 'Qc7', 'Qh1', 'f4', 'Qf1+', 'Re2', 'Qb1+', 'Rc2', 'Qb3+', 'Rc3', 'Qd1+', 'Bd2', 'Qf3+', 'Be3', 'Re8', 'Kd2', 'Qg2+', 'Kd3', 'Qf1+', 'Kd2', 'Qg2+', 'Kd3', 'Qg3', 'Kd2', 'Qg2+', '1/2-1/2']",0.0,1.0
" ""Madrid995"""," ""Rkitty""","['Nf3', 'Nf6', 'g3', 'd5', 'd4', 'e6', 'Bg2', 'Be7', 'O-O', 'Bd7', 'Ne5', 'Nc6', 'Nxd7', 'Nxd7', 'e4', 'h6', 'exd5', 'exd5', 'Bxd5', 'a6', 'Qf3', 'Nf6', 'Bxc6+', 'bxc6', 'Qxc6+', 'Nd7', 'Re1', 'O-O', 'Bf4', 'Nb8', 'Qxa8', 'Nd7', 'Qxd8', 'Rxd8', 'Bxc7', 'Re8', 'Bd6', 'Kf8', 'Bxe7+', 'Rxe7', 'Rxe7', 'Kxe7', 'Nc3', 'Kf6', 'Re1', 'Kg6', 'd5', 'Nf6', 'd6', 'Ng4', 'd7', 'Ne3', 'Rxe3', '1-0']",0.0,1.0
" ""Freddy3108"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'h3', 'Nf6', 'Nc3', 'Nc6', 'Bc4', 'Be7', 'd3', 'Bd7', 'Be3', 'h6', 'O-O', 'a6', 'a4', 'b5', 'axb5', 'axb5', 'Rxa8', 'Qxa8', 'Bxb5', 'Nd4', 'Bxd7+', 'Nxd7', 'Bxd4', 'exd4', 'Nd5', 'O-O', 'Nxc7', 'Qb7', 'Nd5', 'Qxb2', 'Nxe7+', 'Kh7', 'Nf5', 'g6', 'Nxd6', 'Qb6', 'Nc4', 'Qf6', 'e5', 'Qg5', 'Nxg5+', 'hxg5', 'Qg4', 'f5', 'Qxg5', 'Kg7', 'Qe7+', 'Rf7', 'Qg5', 'Nc5', 'Nd6', 'Ra7', 'Qf6+', 'Kh6', 'Nf7+', 'Kh5', 'Qg5#', '1-0']",0.0,1.0
" ""Rkitty"""," ""ArtG""","['Nc3', 'd5', 'Nf3', 'e6', 'd4', 'Nc6', 'e3', 'Nf6', 'Bd2', 'Qd6', 'Be2', 'Bd7', 'h3', 'O-O-O', 'a3', 'Kb8', 'b4', 'Ne4', 'Nb5', 'Qe7', 'Ne5', 'Nxe5', 'dxe5', 'h6', 'f4', 'g5', 'g3', 'Nxg3', 'Rg1', 'Nf5', 'Bg4', 'h5', 'Bxf5', 'exf5', 'Bc3', 'Rg8', 'Bd4', 'b6', 'a4', 'Qxb4+', 'Qd2', 'Qxd2+', 'Kxd2', 'g4', 'h4', 'Bb4+', 'c3', 'Be7', 'Na3', 'Bxh4', 'a5', 'g3', 'axb6', 'cxb6', 'Rab1', 'g2', 'Ke2', 'Rg4', 'e6', 'Bxe6', 'Be5+', 'Kb7', 'Nb5', 'Rdg8', 'Nd6+', 'Ka6', 'Ra1#', '1-0']",1.0,0.0
" ""Rkitty"""," ""Ced30""","['Nc3', 'd5', 'd4', 'Nf6', 'e3', 'Nc6', 'a3', 'e5', 'Bd2', 'exd4', 'exd4', 'Nxd4', 'Be2', 'Bf5', 'Bd3', 'Bxd3', 'cxd3', 'Qe7+', 'Nge2', 'Nxe2', 'Nxe2', 'O-O-O', 'O-O', 'Ng4', 'Nd4', 'Ne5', 'Re1', 'f6', 'Qg4+', 'Qd7', 'Qxd7+', 'Rxd7', 'Ne6', 'Nxd3', 'Re3', 'Nxb2', 'Rc1', 'Bd6', 'Bc3', 'Na4', 'Bb4', 'Bxb4', 'axb4', 'd4', 'Rd3', 'Nb2', 'Rxd4', 'Rxd4', 'Nxd4', 'Rd8', 'Ne6', 'Rd7', 'g3', 'g5', 'Rc2', 'Nd3', 'b5', 'b6', 'Nf8', 'Rf7', 'Ne6', 'h5', 'Nd4', 'Kb7', 'Nc6', 'a6', 'Nd8+', 'Ka7', 'Nxf7', 'axb5', 'Rxc7+', 'Ka6', 'Rc8', 'b4', 'Nd6', 'b5', 'Ra8+', 'Kb6', 'Ra7', 'Kxa7', 'Nxb5+', 'Kb6', 'Nd4', 'Kc5', 'Ne6+', 'Kc4', 'Ng7', 'h4', 'Nf5', 'b3', 'Ne3+', 'Kc3', 'Nd5+', 'Kc2', 'Nb4+', 'Kc3', 'Nd5+', 'Kc2', 'Ne3+', 'Kb2', 'Nd1+', 'Ka2', 'gxh4', 'b2', 'h5', 'b1=Q', 'h6', 'Qxd1+', 'Kg2', 'Qh5', '0-1']",1.0,0.0
" ""Huitre_01"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'd6', 'Bc4', 'Nc6', 'd3', 'Be7', 'O-O', 'Bd7', 'h3', 'h6', 'Be3', 'a6', 'a4', 'b5', 'axb5', 'Na7', 'bxa6', 'Bb5', 'Bxb5+', 'Nxb5', 'Nxb5', 'c6', 'Nc3', 'c5', 'Nd5', 'Nxd5', 'exd5', 'O-O', 'c3', 'Qb6', 'Qa4', 'Bd8', 'b4', 'Bc7', 'b5', 'Bb8', 'c4', 'Ba7', 'Rfb1', 'Qd8', 'Qa5', 'Qxa5', 'Rxa5', 'f5', 'b6', 'Bb8', 'a7', 'Bxa7', 'bxa7', 'f4', 'Bd2', 'Rf7', 'Rba1', 'Rb7', 'R5a4', 'Rb3', 'R4a3', 'Rxa3', 'Rxa3', 'Kf7', 'g3', 'g5', 'gxf4', 'gxf4', 'Kg2', 'Rg8+', 'Kf1', 'Ra8', 'Ne1', 'Kg6', 'Nc2', 'Kh5', 'Ra6', 'Kh4', 'Kg2', 'Rg8+', 'Kh2', 'Ra8', 'Na3', 'h5', 'Nb5', 'Kg5', 'Nc7', 'Rc8', 'Ne6+', 'Kf5', 'a8=Q', 'Rxa8', 'Rxa8', '1-0']",0.0,1.0
" ""GregHouseee"""," ""Rkitty""","['c4', 'e6', 'Nc3', 'Nc6', 'g3', 'Nf6', 'Bg2', 'h6', 'Nf3', 'a6', 'a4', 'd5', 'cxd5', 'Nxd5', 'e4', 'Nxc3', 'bxc3', 'Be7', 'O-O', 'Bd7', 'd4', 'O-O', 'Rb1', 'b5', 'axb5', 'axb5', 'd5', 'exd5', 'exd5', 'Na5', 'Ra1', 'Nc4', 'Nd2', 'Rxa1', 'Nxc4', 'bxc4', '0-1']",0.0,1.0
" ""Rkitty"""," ""friedegg""","['Nc3', 'Nf6', 'Nf3', 'Nc6', 'd4', 'd5', 'e3', 'Bg4', 'h3', 'Bh5', 'Be2', 'e6', 'g4', 'Bg6', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'f4', 'Bb4', 'Bd2', 'c5', 'a3', 'Ba5', 'h4', 'h6', 'h5', 'Bh7', 'Nb5', 'a6', 'Nd6+', 'Kf8', 'Bxa5', 'Qxa5+', 'Qd2', 'Qxd2+', 'Kxd2', 'b5', 'Rhb1', 'g6', 'b4', 'gxh5', 'gxh5', 'Rg8', 'Bd3', 'Rg2+', 'Kc3', 'cxb4+', 'axb4', 'Bxd3', 'cxd3', 'f6', 'exf6', 'Nxf6', 'Nb7', 'Nxh5', 'Nc5', 'Ke7', 'Rh1', 'Nf6', 'Rxh6', 'Kf7', 'Nxa6', 'Nd7', 'Rh7+', 'Rg7', 'Rxg7+', 'Kxg7', 'Rg1+', 'Kf6', 'Nc7', 'Ra3+', 'Kd4', 'e5+', 'fxe5+', 'Nxe5', 'Nxb5', 'Rxd3+', 'Kc5', 'Ke6', 'Nd4+', '1-0']",1.0,0.0
" ""Rkitty"""," ""fatdaddy""","['c3', 'd5', 'd4', 'e6', 'e3', 'Nf6', 'Bd2', 'g6', 'Be2', 'Bg7', 'Nf3', 'a6', 'h3', 'b5', 'b4', 'Nc6', 'Nh4', 'Bd7', 'f4', 'O-O', 'g4', 'Ne4', 'Nf3', 'Rb8', 'h4', 'f5', 'g5', 'a5', 'a3', 'Ra8', 'Bxb5', 'axb4', 'cxb4', 'Na7', 'Bxd7', 'Qxd7', 'Nc3', 'Nb5', 'Nxe4', 'dxe4', 'Ne5', 'Qe8', 'a4', 'Nd6', 'b5', 'Nb7', 'Rc1', 'Rc8', 'a5', 'Qe7', 'a6', 'Nd6', 'Nc6', 'Qd7', 'Ne5', 'Qxb5', 'a7', 'Ra8', 'Rb1', 'Qe8', 'Rc1', 'Rxa7', 'O-O', 'Qb8', 'Rf2', 'Qb6', 'Rb1', 'Qa6', 'Bb4', 'Nb7', 'Bxf8', 'Bxf8', 'Nd7', 'Qd3', 'Nf6+', 'Kg7', 'Nd7', 'Qxe3', 'Nc5', 'Nxc5', 'dxc5', 'Qg3+', 'Rg2', 'Ra2', 'Rxg3', '1-0']",1.0,0.0
" ""retrun"""," ""Rkitty""","['c3', 'Nf6', 'd3', 'Nc6', 'Nd2', 'd5', 'Qc2', 'e6', 'Ngf3', 'Be7', 'a4', 'h6', 'e4', 'a6', 'Be2', 'Bd7', 'O-O', 'g5', 'Re1', '0-1']",0.0,1.0
" ""Rkitty"""," ""JBuete""","['Nc3', 'c6', 'Nf3', 'd5', 'd4', 'Nd7', 'e3', 'Ngf6', 'a3', 'e6', 'h3', 'Be7', 'Be2', 'O-O', 'Bd2', 'c5', 'g4', 'h6', 'dxc5', 'Nxc5', 'b4', 'Nce4', 'Nxe4', 'Nxe4', 'h4', 'Ng5', 'hxg5', 'Bxg5', 'Nxg5', 'Qxg5', 'e4', 'Qe5', 'g5', 'hxg5', 'Bf3', 'dxe4', 'Be2', 'e3', 'Bxe3', 'b6', 'Bf3', 'Rb8', 'Bg2', 'Ba6', 'Qh5', 'Qxa1+', 'Kd2', 'Rfd8+', 'Bd4', 'Qxd4+', 'Kc1', 'Qa1#', '0-1']",1.0,0.0
" ""mert23ch"""," ""Rkitty""","['d4', 'Nf6', 'Bf4', 'd5', 'Nf3', 'e6', 'e3', 'Be7', 'Bd3', 'h6', 'c3', 'a6', 'Nbd2', 'Bd7', 'O-O', 'Nc6', 'Nb3', 'g5', 'Bg3', 'g4', 'Ne5', 'Nxe5', 'Bxe5', 'h5', 'Nc5', 'Rg8', 'Nxd7', 'Nxd7', 'Qb3', 'Nxe5', 'dxe5', 'b6', 'Qa4+', 'Qd7', 'Qxd7+', 'Kxd7', 'Rac1', 'c5', 'b4', 'c4', 'Bc2', 'b5', 'Ra1', 'f5', 'exf6', 'Bxf6', 'f4', 'gxf3', 'Rxf3', 'Bxc3', 'a3', 'Bxa1', '0-1']",0.0,1.0
" ""ewgeny911"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Nc6', 'd3', 'h6', 'Nc3', 'Nf6', 'h3', 'Bd7', 'a4', 'Be7', 'Rb1', 'a6', 'b4', 'Nd4', 'b5', 'Nxf3+', 'Qxf3', 'axb5', 'axb5', 'd5', 'exd5', 'c6', 'bxc6', 'bxc6', 'dxc6', 'Bxc6', 'Qxc6+', 'Nd7', 'O-O', 'O-O', 'Rb7', '1-0']",0.0,1.0
" ""Rkitty"""," ""tal620""","['Nc3', 'g6', 'd4', 'Bg7', 'e4', 'e5', 'd5', 'Ne7', 'Bd2', 'O-O', 'Be2', 'd6', 'Nf3', 'Bd7', 'a3', 'c6', 'h3', 'cxd5', 'Nxd5', 'Nxd5', 'exd5', 'Qc8', 'c4', 'a6', 'Bb4', 'Qc7', 'b3', 'b5', 'O-O', 'bxc4', 'bxc4', 'a5', 'Bc3', 'Na6', 'c5', 'Nxc5', 'Ng5', 'a4', 'Ne6', 'Qc8', 'Nxf8', 'Qe8', 'Nxd7', 'Qxd7', 'Bg4', 'Qc7', 'Qf3', 'e4', 'Qe3', 'f6', 'Be6+', 'Kf8', 'Bxf6', 'Bxf6', 'Qf4', 'Ke7', 'Rac1', 'Rf8', 'Qh6', 'Rh8', 'g4', 'Kd8', 'g5', 'Bg7', 'Qh4', 'Qa5', 'Qf4', 'Qa7', 'Qf7', 'Qxf7', 'Bxf7', 'Ke7', 'Be6', 'Rb8', 'Rb1', 'Rb3', 'Rxb3', 'axb3', 'Rb1', 'b2', 'Bg4', 'Nb3', 'Bd1', 'Nd2', 'Rxb2', 'Bxb2', 'a4', 'Bc3', 'Kg2', 'Kd7', 'Bg4+', 'Kc7', 'Be6', 'Kb6', 'Bg8', 'Kc5', 'Bxh7', 'Kxd5', 'Bxg6', 'Ke5', 'h4', 'd5', 'h5', 'd4', 'h6', 'd3', 'h7', 'Kf4', 'a5', 'Bxa5', 'h8=Q', 'Nf3', 'Qf8+', 'Ke5', 'Qf5+', 'Kd4', 'Qxa5', 'd2', 'Qa4+', 'Kd3', 'Bxe4+', 'Ke2', 'Bxf3+', 'Ke1', 'g6', 'd1=Q', 'Qxd1#', '1-0']",1.0,0.0
" ""hajeBro"""," ""Rkitty""","['d4', 'd5', 'c4', 'e6', 'Nc3', 'Nf6', 'Bg5', 'Nc6', 'e3', 'Be7', 'cxd5', 'Nxd5', 'Bxe7', 'Ndxe7', 'Bb5', 'Bd7', 'Nf3', 'a6', 'Bd3', 'Nb4', 'O-O', 'Nxd3', 'Qxd3', 'Bb5', 'Nxb5', 'axb5', 'Qxb5+', 'Qd7', 'Qxb7', 'O-O', 'Rac1', 'Nd5', 'Ne5', 'Qe7', 'a3', 'Qg5', 'Nd7', 'Rfd8', 'Ne5', 'f6', 'Nf3', 'Qf5', 'Rc5', 'h6', 'Rfc1', 'Qd3', 'Qc6', 'Qe2', 'h3', 'Qxb2', 'a4', 'Qb4', 'e4', 'Nf4', 'Kh1', 'Ne2', 'R1c2', 'Qb1+', 'Rc1', 'Nxc1', 'Rxc1', 'Qb4', 'Qxe6+', 'Kh8', 'Rxc7', 'Qxa4', 'Qf7', 'Qa1+', 'Ng1', 'Rg8', 'Kh2', 'Qxd4', 'f3', 'Qe5+', 'Kh1', 'Qd4', 'Qc4', 'Qe5', 'Rc5', 'Qf4', 'Rf5', 'Qe3', 'Qd5', 'Ra1', 'Qc5', '1-0']",0.0,1.0
" ""thazaknor"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'd6', 'Bc4', 'h6', 'd4', 'Bd7', 'O-O', 'Be7', 'Re1', 'Nc6', 'd5', 'Nd4', 'Nxd4', 'exd4', 'Qxd4', 'a6', 'e5', 'b5', 'exf6', 'gxf6', 'Qxf6', 'Rf8', 'Rxe7+', 'Qxe7', 'Qxe7+', 'Kxe7', 'Bd3', 'Rae8', 'Be3', 'Kd8', 'Re1', 'Rg8', 'g3', 'b4', 'Ne4', 'Bf5', 'Nf6', 'Rxe3', 'Rxe3', 'Rg5', 'Re8#', '1-0']",0.0,1.0
" ""Rkitty"""," ""Aaleks4145""","['Nc3', 'd5', 'Nf3', 'Nf6', 'd4', 'Nc6', 'e3', 'a6', 'Bd2', 'Bf5', 'a3', 'h6', 'h3', 'Ne4', 'Nxe4', 'Bxe4', 'Ne5', 'Nxe5', 'dxe5', 'e6', 'f3', 'Qd7', 'fxe4', 'dxe4', 'b4', 'g5', 'a4', 'Bg7', 'b5', 'Bxe5', 'bxa6', 'bxa6', 'Rb1', 'Bg3+', 'Ke2', 'Qxa4', 'Be1', 'Qc4+', 'Kd2', 'Rd8+', 'Bd3', 'exd3', 'cxd3', 'Qh4', 'Bxg3', 'Qxg3', 'Qa4+', 'Rd7', 'Rb8+', 'Ke7', 'Qb4+', 'Rd6', 'Rxh8', 'Qxg2+', 'Kc3', 'Qxh1', 'Qb8', 'Qc6+', 'Kd2', 'Qd7', 'Qf8+', 'Kf6', 'Qxh6+', 'Kf5', 'e4+', 'Kf4', 'Qf6+', 'Kg3', 'Qxg5+', 'Kh2', 'Qf4+', 'Kg2', 'Rg8+', 'Kh1', 'Qf1+', 'Kh2', 'Qg2#', '1-0']",1.0,0.0
" ""jayelm"""," ""Rkitty""","['d4', 'd5', 'Bf4', 'e6', 'e3', 'h6', 'h4', 'Nf6', 'Nf3', 'Be7', 'Nbd2', 'Bd7', 'c4', 'a6', 'a3', 'c6', 'b4', 'b5', 'c5', 'Ne4', 'Nxe4', 'dxe4', 'Ne5', 'Bf6', 'Be2', 'Bxe5', 'Bxe5', 'f6', 'Bf4', 'g5', 'hxg5', 'fxg5', 'Bh5+', 'Ke7', 'Bd6+', 'Kf6', 'f3', 'Be8', 'Bg4', 'Nd7', 'fxe4', 'h5', 'Qf3+', 'Kg7', 'Bxe6', 'g4', 'Qf5', 'Rf8', 'Be5+', 'Nxe5', 'Qxe5+', 'Qf6', 'Qxf6+', 'Rxf6', 'Bf5', 'Bg6', 'O-O', 'Bxf5', 'exf5', 'Re8', 'Rae1', 'h4', 'e4', 'h3', 'gxh3', 'gxh3', 'Kh2', 'Kf7', 'e5', 'Rh6', 'f6', 'Rg8', 'Rg1', 'Rd8', 'Rg3', 'Rxd4', 'Rxh3', 'Rd2+', 'Kg3', 'Rd3+', 'Kh2', 'Rdxh3+', 'Kg2', '0-1']",0.0,1.0
" ""Rkitty"""," ""Vassa1472""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'a6', 'd3', 'h6', 'Bd2', 'Nf6', 'a3', 'Bc5', 'h3', 'O-O', 'Be2', 'd6', 'b4', 'Ba7', 'Na4', 'b5', 'Nb2', 'Bg4', 'c4', 'Bxf3', 'Bxf3', 'Nd4', 'cxb5', 'axb5', 'Be3', 'Nxf3+', 'Qxf3', 'Bxe3', 'Qxe3', 'd5', 'O-O', 'd4', 'Qf3', 'Re8', 'a4', 'Qd6', 'axb5', 'Qxb4', 'Rxa8', 'Rxa8', 'Nc4', 'Qxb5', 'g3', 'c5', 'Nxe5', 'Ra2', 'Ng4', 'Nxg4', 'hxg4', 'Ra3', 'g5', 'hxg5', 'Qg4', 'c4', 'Qc8+', 'Kh7', 'Qh3+', 'Kg6', 'Qf5+', 'Qxf5', 'exf5+', 'Kxf5', 'dxc4', 'Rc3', 'Rd1', 'Rxc4', 'Kg2', 'Ke4', 'f3+', 'Ke3', 'Re1+', 'Kd2', 'Kf2', 'd3', 'g4', 'Rc1', 'Re8', 'Kc2', 'Rc8+', 'Kd1', 'Rd8', 'Rc2+', 'Ke3', 'd2', 'Rh8', 'Ke1', 'Rh1#', '1-0']",1.0,0.0
