White,Black,moves,NW,NB
" ""shreejith_947"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Bg4', 'f3', 'Bh5', '0-1']",0.0,1.0
" ""Balonisagar"""," ""Rkitty""","['d3', 'Nf6', 'e4', 'Nc6', 'Nf3', 'e5', 'Be3', 'd5', 'Be2', 'd4', 'Nbd2', 'dxe3', 'fxe3', 'Bd6', 'Nc4', 'Be6', 'd4', 'exd4', 'Nxd4', 'Bxc4', 'Bxc4', 'Nxd4', 'exd4', 'Nxe4', 'Qe2', 'O-O', 'O-O', 'Nf6', 'Qf3', 'a6', 'Qxb7', 'Ne4', 'Qxe4', 'c5', 'Rad1', 'cxd4', 'Rxd4', 'Bc5', 'Rd1', 'Bxd4+', 'Rxd4', 'Qf6', 'Bd5', 'Rae8', 'Qf3', 'Qxd4+', '0-1']",0.0,1.0
" ""Rkitty"""," ""Kurt974""","['d4', 'd5', 'Nf3', 'c5', 'Nc3', 'cxd4', 'Nxd4', 'e5', 'Nf3', 'Nc6', 'Nxd5', 'Be6', 'Nc3', 'Qxd1+', 'Nxd1', 'O-O-O', 'e4', 'Nf6', 'Bb5', 'Nb4', 'Ne3', 'Nxe4', 'Nxe5', 'Bd6', 'N5c4', 'Rhe8', 'Nxd6+', 'Nxd6', 'Bxe8', 'Rxe8', 'O-O', 'Ne4', 'Bd2', 'Nxd2', 'c3', 'Nxf1', 'Rxf1', 'Nd5', 'c4', 'Nf6', 'c5', 'Bxa2', 'Rc1', 'Ne4', 'c6', 'bxc6', 'Rxc6+', 'Kb7', 'Rh6', 'Ng5', 'h4', 'Ne6', 'Rxh7', 'g5', 'Rxf7+', 'Nc7', 'h5', '1-0']",1.0,0.0
" ""Nucleon235"""," ""Rkitty""","['Nf3', 'Nf6', 'g3', 'Nc6', 'd4', 'd5', 'e3', 'e6', 'Bg2', 'Bd6', 'O-O', 'e5', 'c3', 'e4', 'Nfd2', 'Be6', 'Na3', 'Bxa3', 'bxa3', 'Bg4', 'Qc2', 'Be2', 'Re1', 'Bd3', 'Qd1', 'Qe7', 'Nb3', 'O-O-O', 'a4', 'a6', 'a5', 'h5', 'h4', 'Ng4', 'f3', 'Nf6', 'fxe4', 'Bxe4', 'Bxe4', 'Nxe4', 'Nd2', 'Nxc3', 'Qf3', 'Nxa5', 'Rf1', 'Nc4', 'Nxc4', 'dxc4', 'Qxf7', 'Qxf7', 'Rxf7', 'Ne2+', 'Kg2', 'Nxc1', 'Rxc1', 'b5', 'Rxg7', 'a5', 'Rb1', 'b4', 'Ra1', 'c3', 'g4', 'a4', 'a3', 'b3', 'Rc1', 'b2', 'Rb1', 'c2', 'Rxb2', 'c1=Q', 'Rb5', 'Qxa3', 'Rxh5', 'Rxh5', 'gxh5', 'Qxe3', 'h6', 'Qe4+', 'Kh3', 'Qxd4', 'h7', 'Qxg7', 'h8=Q', 'Rxh8', 'h5', 'Rxh5#', '0-1']",0.0,1.0
" ""Rkitty"""," ""Aculnick""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nf6', 'd4', 'exd4', 'Nxd4', 'Bc5', 'Nxc6', 'dxc6', 'Qxd8+', 'Kxd8', 'Bg5', 'h6', 'Bxf6+', 'gxf6', 'O-O-O+', 'Ke8', 'Bc4', 'Bxf2', 'Rhf1', 'Bg4', 'Rd2', 'Be3', 'Rxf6', 'Bxd2+', 'Kxd2', 'Rd8+', 'Kc1', 'b5', 'Bxf7+', 'Ke7', 'Rd6', 'Rxd6', 'Bb3', 'b4', 'Na4', 'Rd1#', '0-1']",1.0,0.0
" ""Rkitty"""," ""buellboy""","['e4', 'c5', 'Nc3', 'Nc6', 'Nf3', 'b6', 'd4', 'd6', 'Be3', 'e6', 'Bd3', 'Nge7', 'd5', 'Ne5', 'Nxe5', 'dxe5', 'dxe6', 'Bxe6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Qxd7+', 'Kxd7', 'O-O-O+', 'Ke6', 'Nb5', 'Re8', 'Nc7+', 'Kf6', 'Nxe8+', '1-0']",1.0,0.0
" ""merto41"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'Nc6', 'Bc4', 'e5', 'd3', 'd6', 'Nf3', 'Be6', 'Bxe6', 'fxe6', 'Ng5', 'Qd7', 'Nf3', 'O-O-O', 'O-O', 'd5', 'exd5', 'exd5', 'Bg5', 'Be7', 'Bh4', 'd4', 'Ne4', 'Nxe4', 'Bxe7', 'Qxe7', 'dxe4', 'Rhf8', 'c3', 'dxc3', 'Qb3', 'cxb2', 'Qxb2', 'Nd4', 'Nxd4', 'exd4', 'Rab1', 'd3', 'Qxb7+', 'Kd7', 'Qb5+', 'Kc8', 'Qb7+', 'Kd7', 'Qb5+', 'Kd6', 'Qxd3+', 'Kc6', 'Rfc1+', 'Qc5', 'Rxc5+', 'Kxc5', 'Qa3+', 'Kc6', 'Rc1+', 'Kb7', 'Qb4+', 'Kc8', 'Qc5', 'Rd7', 'Qxf8+', 'Kb7', 'Qb4+', 'Ka6', 'a4', 'c5', 'Qb5#', '1-0']",0.0,1.0
" ""Rkitty"""," ""Kar0linav""","['d4', 'd5', 'c3', 'Nc6', 'e3', 'Nf6', 'Bd3', 'Be6', 'Nf3', 'Bg4', 'Be2', 'e6', 'Ne5', 'Bxe2', 'Qxe2', 'Nxe5', 'dxe5', 'Ne4', 'Nd2', 'Bc5', 'Nxe4', 'dxe4', 'Bd2', 'O-O', 'O-O', 'Qd7', 'Rad1', 'Rad8', 'b4', 'Bb6', 'Bc1', 'Qa4', 'Rxd8', 'Rxd8', 'a3', 'h6', 'c4', 'c5', 'b5', 'a6', 'bxa6', 'bxa6', 'h3', 'Bc7', 'f3', 'exf3', 'Qxf3', 'Bxe5', 'Qxf7+', 'Kh7', 'Qxe6', 'Rd1', 'Qf5+', 'Kh8', 'Qxe5', 'Rxf1+', 'Kxf1', 'Qd1+', 'Kf2', 'Qxc1', 'Qe8+', 'Kh7', 'Qe4+', 'Kh8', 'Qa8+', 'Kh7', 'Qxa6', 'Qc2+', 'Kg3', 'Qe2', 'Qe6', 'h5', 'Qe4+', 'Kh6', 'Qf4+', 'Kh7', 'Qe4+', 'g6', 'Qe7+', 'Kh6', 'Qxc5', 'Qe1+', 'Kh2', 'h4', 'a4', 'Qa1', 'a5', 'g5', 'Qb6+', 'Kh5', 'a6', 'Qe5+', 'Kg1', 'Qe4', 'a7', 'g4', 'hxg4+', 'Kxg4', 'c5', 'Qxe3+', 'Kf1', 'Kg3', 'Qg6+', 'Kh2', 'Qd6+', 'Kh1', 'a8=Q', 'Qg1+', 'Ke2', 'Qxg2+', 'Qxg2+', 'Kxg2', 'Qg6+', 'Kh3', 'Qg5', 'Kh2', 'Kf3', 'h3', 'Qg3+', '1-0']",1.0,0.0
" ""arkclaws"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Nc3', 'd6', 'O-O', 'Be6', 'Bxe6', 'fxe6', 'Ng5', 'd5', 'Nxe6', 'dxe4', 'Nxd8', 'Rxd8', 'Re1', 'Bd6', 'Nxe4', 'Nxe4', 'Rxe4', 'O-O', 'd3', 'Bc5', 'Be3', 'Bd6', 'Bg5', 'Be7', 'Bxe7', 'Nxe7', 'Rxe5', 'Ng6', 'Re7', 'Nxe7', 'd4', 'Nf5', 'h3', 'Nxd4', 'Qg4', 'Nxc2', 'Rc1', 'Nd4', 'Rxc7', 'Nf5', 'Rxb7', 'Rd1+', 'Qxd1', 'Nh4', 'Qg4', 'Ng6', 'Rxa7', 'Ne5', 'Qxg7#', '1-0']",0.0,1.0
" ""dileepmaheshwari"""," ""Rkitty""","['e4', 'e5', 'Qh5', 'Nf6', 'Qxe5+', 'Be7', 'Bc4', 'd6', 'Qd5', 'Be6', 'Bb5+', 'Nbd7', 'Qxb7', 'Rb8', 'Bxd7+', 'Bxd7', 'Qxa7', 'Nxe4', 'Nf3', 'Nf6', 'Qd4', 'c5', 'Qc4', 'Be6', 'Qa4+', 'Nd7', 'd3', 'Bf6', 'c3', 'O-O', 'Qf4', 'Be5', 'Qe4', 'Nf6', 'Qh4', 'Nd5', 'Nxe5', 'Qxh4', 'g3', 'Qe7', 'h4', 'dxe5', 'Na3', 'Nb6', 'c4', 'Na4', 'Be3', 'f5', 'b3', 'Nb2', 'Rb1', 'Nxd3+', 'Kf1', 'f4', 'gxf4', 'exf4', 'Rg1', 'fxe3', 'Ke2', 'Nf4+', 'Kxe3', 'Bxc4+', 'Kd2', 'Rbd8+', 'Kc1', 'Ne2+', 'Kb2', 'Nxg1', 'Rxg1', 'Rxf2+', 'Kc3', 'Bd5', 'h5', 'Qe3#', '0-1']",0.0,1.0
" ""Rkitty"""," ""maddollar""","['d4', 'Nf6', 'Nf3', 'Ne4', 'Nbd2', 'd5', 'Nxe4', 'dxe4', 'Nd2', 'e3', 'fxe3', 'Nc6', 'Nf3', 'e5', 'e4', 'Nxd4', 'Nxd4', 'exd4', 'e3', 'dxe3', 'Bxe3', 'Qh4+', 'Bf2', 'Qxe4+', 'Be2', 'Qxg2', 'Bf3', 'Bb4+', 'c3', 'Bxc3+', 'bxc3', 'Qg6', 'Qe2+', 'Be6', 'Bxb7', 'Rd8', 'Bc6+', 'Kf8', 'Bc5+', 'Kg8', 'Rf1', 'Bh3', 'Be4', 'Re8', 'O-O-O', 'Qg5+', 'Kb1', 'Bxf1', 'Bxh7+', 'Kxh7', 'Qxf1', 'Qxc5', 'Qd3+', 'g6', 'Qh3+', 'Qh5', 'Qf1', 'Qf5+', 'Kb2', 'Rb8+', 'Kc1', 'Qxf1', 'Rxf1', 'Kg7', 'Rd1', 'Rxh2', 'a3', 'Rb3', 'Rd3', 'Rxa3', 'Rd7', 'Ra1#', '0-1']",1.0,0.0
" ""whthepoint"""," ""Rkitty""","['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Qe2', 'Qxe2+', 'Bxe2', 'Nf6', 'Nf3', 'Nc6', 'Bc4', 'e5', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'Nxe6', 'Bd6', 'd3', 'Kf7', 'Ng5+', 'Kg6', 'Ne6', 'Rae8', 'O-O', 'Rxe6', 'Nb5', 'a6', 'Nxc7', 'Bxc7', '0-1']",0.0,1.0
" ""Rkitty"""," ""acE_Broken""","['e4', 'c5', 'Nc3', 'd6', 'Nf3', 'Nf6', 'd3', 'Nc6', 'Be3', 'Bd7', 'Be2', 'g6', 'Bg5', 'Bg7', 'Bxf6', 'Bxf6', 'd4', 'cxd4', 'Nb5', 'd3', 'Bxd3', 'Bxb2', 'Rb1', 'Bg7', 'O-O', 'O-O', 'Re1', 'Re8', 'e5', 'dxe5', 'Bc4', 'Rc8', 'Ng5', 'e6', 'f4', 'exf4', 'Nd6', 'Ne5', 'Nxc8', 'Qxc8', 'Bd3', 'Nxd3', 'cxd3', 'Qc3', 'Ne4', 'Qd4+', 'Nf2', 'Bb5', 'Re4', 'Qc3', 'Rxf4', 'e5', 'Rxb5', 'exf4', 'Rxb7', 'Rc8', 'Rxa7', 'Qc1', 'd4', 'Qxd1+', 'Nxd1', 'Bxd4+', 'Nf2', 'Rc1#', '0-1']",1.0,0.0
" ""Ramgarg"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'Bb3', 'Be6', 'Nxe6', 'fxe6', 'd3', 'dxe4', 'dxe4', 'Nxe4', 'Qxd8+', 'Nxd8', 'O-O', 'Nf7', 'Bxe6', 'Nfg5', 'Bd5', 'Nf6', 'Bxb7', 'Rb8', 'Bc6+', 'Nd7', 'Bxd7+', 'Kxd7', 'Rd1+', 'Bd6', 'c4', 'Rhe8', 'b3', 'Ke7', 'Bxg5+', 'Kf8', 'Nc3', 'Bb4', 'Nd5', 'Rbc8', 'Nxb4', 'c5', 'Nd5', 'a5', 'Re1', 'h6', 'Be3', 'Ra8', 'Nc7', 'a4', 'Nxe8', 'Rxe8', 'Bxc5+', 'Kf7', 'Re2', 'axb3', 'axb3', 'Rc8', 'Be3', 'Rb8', 'Ra7+', 'Kg6', 'Rb2', 'Rd8', 'g3', 'Rd1+', 'Kg2', 'h5', 'h4', 'Kf5', 'Rxg7', 'Ke4', 'c5', 'Rd6', 'cxd6', '1-0']",0.0,1.0
" ""Rkitty"""," ""kobisuissa""","['e4', 'e5', 'Nf3', 'Bc5', 'Nxe5', 'Qg5', 'Nf3', 'Qf6', 'd4', 'Bb4+', 'Bd2', 'c5', 'Bxb4', 'cxb4', 'e5', 'Qb6', 'Nbd2', 'Nc6', 'Nc4', 'Qd8', 'Nd6+', 'Kf8', 'Nxc8', 'Rxc8', 'd5', 'Na5', 'e6', 'Qe7', 'Be2', 'fxe6', 'd6', 'Qf6', 'O-O', 'Nh6', 'Bb5', 'Nc6', 'Bxc6', 'bxc6', 'Nd4', 'Kf7', 'Re1', 'Nf5', 'Nxe6', 'dxe6', 'd7', 'Rcd8', 'Qd2', 'a5', 'Rad1', 'Rhe8', 'dxe8=Q+', 'Rxe8', 'Qd7+', 'Kf8', 'Qxc6', 'Ne7', 'Rxe6', 'Nxc6', 'Rxf6+', 'gxf6', 'Rd5', 'Re1#', '0-1']",1.0,0.0
" ""Nmae"""," ""Rkitty""","['d4', 'd5', 'c4', 'Nf6', 'Nf3', 'Nc6', 'Nc3', 'e5', 'e3', 'exd4', 'exd4', 'dxc4', 'Bxc4', 'Nxd4', 'Nxd4', 'Bb4', 'O-O', 'Bxc3', 'bxc3', 'Bg4', 'Re1+', 'Kf8', 'Qc2', 'g6', 'f3', 'Bf5', 'Nxf5', 'gxf5', 'Qxf5', 'Rg8', 'Bg5', 'a6', 'Bxf6', 'Qxf6', 'Qxf6', 'Rg6', 'Qxf7#', '1-0']",0.0,1.0
" ""xSkyWatcherx"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'd3', 'Nf6', 'Bg5', 'Be7', 'h4', 'd5', 'exd5', 'Nxd5', 'd4', 'Bxg5', 'Nxg5', 'exd4', 'Bb5', 'Qe7+', 'Kd2', 'Bd7', 'Re1', 'Be6', 'Nxe6', 'fxe6', 'Bc4', 'O-O-O', 'Bxd5', 'Qb4+', 'c3', 'dxc3+', 'bxc3', 'Qf4+', '0-1']",0.0,1.0
" ""Rkitty"""," ""CjBeatz""","['e4', 'Nc6', 'Nc3', 'Nf6', 'Nf3', 'e6', 'd4', 'd5', 'e5', 'Nd7', 'Bb5', 'Nb4', 'Bxd7+', 'Bxd7', 'Bg5', 'Be7', 'Bxe7', 'Qxe7', 'O-O', 'O-O', 'a3', 'Na6', 'b4', 'b6', 'Rb1', 'c5', 'b5', 'Nc7', 'a4', 'a5', 'dxc5', 'Qxc5', 'Qd3', 'Rfe8', 'Ng5', 'g6', 'h4', 'h6', 'h5', 'gxh5', 'Qh7+', 'Kf8', 'Qxf7#', '1-0']",1.0,0.0
" ""aydenb345"""," ""Rkitty""","['d4', 'd5', 'Bf4', 'Nf6', 'Nf3', 'Nc6', 'e3', 'e6', 'Bb5', 'Bd7', 'Bd3', 'Bd6', 'Bg3', 'e5', 'dxe5', 'Nxe5', 'Nxe5', 'Bxe5', 'Bxe5', 'O-O', 'Bxf6', 'Qxf6', 'c3', 'Rae8', 'O-O', 'Bc6', 'Qh5', 'g6', 'Qe2', 'Qg5', 'Nd2', 'd4', 'cxd4', 'Qxg2#', '0-1']",0.0,1.0
" ""Rkitty"""," ""Y-grek""","['Nf3', 'd5', 'Nc3', 'Nf6', 'd4', 'Nc6', 'e3', 'Bg4', 'Be2', 'e6', 'Bd2', 'Bb4', 'Ne5', 'O-O', 'Nxc6', 'bxc6', 'Bxg4', 'Nxg4', 'Qxg4', 'Bxc3', 'Bxc3', 'h6', 'O-O-O', 'Re8', 'Bd2', 'f5', 'Qg3', 'Rb8', 'f4', 'Qd6', 'Bc3', 'c5', 'a3', 'cxd4', 'Bxd4', 'c5', 'Qxg7#', '1-0']",1.0,0.0
" ""Rkitty"""," ""YavuzileSatranc""","['e4', 'e5', 'Nf3', 'Nc6', 'Nxe5', 'Nxe5', 'd4', 'Ng6', 'Nc3', 'b6', 'Be3', 'Bb7', 'Rg1', 'd6', 'g3', 'Nf6', 'Bg2', 'c5', 'e5', 'dxe5', 'Bxb7', 'exd4', 'Bxa8', 'dxe3', 'Bc6+', 'Nd7', 'Bxd7+', 'Qxd7', 'Qxd7+', 'Kxd7', 'fxe3', 'Ne5', 'O-O-O+', 'Ke6', 'Nb5', 'a6', 'Nc7+', 'Kf5', 'Rgf1+', 'Ke4', 'Nd5', 'b5', 'Nc3+', 'Kxe3', 'Rfe1+', '1-0']",1.0,0.0
" ""elizzl94"""," ""Rkitty""","['e3', 'Nf6', 'Nf3', 'Nc6', 'Bc4', 'd5', 'Bb5', 'Bd7', 'd4', 'e6', 'Ne5', 'Bd6', 'O-O', 'Nxe5', 'dxe5', 'Bxe5', 'Bxd7+', 'Nxd7', 'c3', 'Nf6', 'f4', 'Bd6', 'Qd4', 'O-O', 'Nd2', 'Qe7', 'b4', 'e5', 'fxe5', 'Bxe5', 'Qd3', 'Rad8', 'Qb5', 'c6', 'Qc5', 'Nd7', 'Qxe7', 'Bxc3', 'Rb1', 'Nf6', 'Qc7', 'Ng4', 'e4', 'Ne3', 'Rf3', 'Nc2', 'Rxc3', 'Nxb4', 'Rxb4', 'f5', 'e5', 'f4', 'Rf3', 'Rc8', 'Qxb7', 'Ra8', 'Qxc6', 'a5', 'Rb5', 'a4', 'Qxd5+', 'Rf7', 'Rb7', 'Rf8', 'Rxf7', 'Rxf7', 'e6', 'Re7', 'Qd6', 'Kf8', 'Rxf4+', 'Ke8', 'Rf7', 'Rxf7', 'exf7+', 'Kxf7', 'Qc7+', 'Kf6', 'Qc6+', 'Kf7', 'Qxa4', 'g6', 'Ne4', 'h5', 'Nd6+', 'Ke6', 'Qa6', 'g5', 'Bxg5', 'Ke5', 'a4', 'Ke6', 'a5', 'Ke5', 'Qb6', 'Ke6', 'Bc1', 'Ke5', 'a6', 'Ke6', 'a7', 'Ke5', 'a8=Q', 'Ke6', 'Nc4+', 'Kf5', 'Nb2', 'Ke5', 'Qa4', 'Kf5', 'Qbb5+', 'Kf6', 'Qaa6+', 'Kf7', 'Qbb7+', 'Ke8', 'Qaa8#', '1-0']",0.0,1.0
" ""Rkitty"""," ""ele1997""","['e4', 'e5', 'Nf3', 'Bc5', 'Nxe5', 'Qf6', 'Nf3', 'd6', 'Nc3', 'Bg4', 'd4', 'Bb6', 'Be2', 'c6', 'Be3', 'Bxf3', 'Bxf3', 'Nd7', 'Qd2', 'O-O-O', 'O-O-O', 'Re8', 'Rhe1', 'd5', 'exd5', 'cxd5', 'Bxd5', 'Ne7', 'Bf3', 'Ba5', 'Bg5', 'Qb6', 'Bxe7', 'Bxc3', 'Qxc3+', 'Kb8', 'Bd6+', 'Qxd6', 'Rxe8+', 'Rxe8', 'Qb3', 'Nb6', 'Qxf7', 'Re7', 'Qg8+', 'Kc7', 'Qxh7', 'Nc4', 'Qd3', 'Qb4', 'b3', 'Qa3+', 'Kb1', 'Qb2#', '0-1']",1.0,0.0
" ""devilajay007"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'd5', 'Bxc6+', 'bxc6', 'exd5', 'cxd5', 'Nxe5', 'Qe7', 'd4', 'c5', 'f4', 'cxd4', 'Nb5', 'Bg4', 'Qxd4', 'Qe6', 'Nc7+', 'Ke7', 'Nxe6', 'Bxe6', 'Qc5+', 'Ke8', 'Qc6+', 'Bd7', 'Qxa8+', 'Ke7', 'Qxa7', 'g6', 'Nc6+', 'Ke8', 'Qb8+', 'Bc8', 'Qxc8#', '1-0']",0.0,1.0
" ""chosenPessimist"""," ""Rkitty""","['d4', 'e5', 'dxe5', 'Nc6', 'Bf4', 'f6', 'Nf3', 'fxe5', 'Bxe5', 'Nxe5', 'Nxe5', 'Qe7', 'Nc4', 'd6', 'e4', 'Be6', 'Qd2', 'Bxc4', 'Bxc4', 'Qxe4+', 'Qe2', 'Qxe2+', 'Kxe2', 'O-O-O', 'Nc3', 'Re8+', 'Kf3', 'Nf6', 'Rhe1', 'g6', 'Rxe8+', 'Nxe8', 'Re1', 'Bg7', 'Bb5', 'a6', 'Bxe8', 'Rf8+', 'Kg3', 'Be5+', 'Kh3', 'Rxf2', 'Ne4', 'Rxc2', 'Rb1', 'Bxb2', 'g4', 'Be5', 'a4', 'Rxh2#', '0-1']",0.0,1.0
" ""Rkitty"""," ""yashvrOP""","['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'd6', 'd4', 'Nxd4', 'Nxd4', 'exd4', 'Qxd4', 'Nf6', 'Qd1', 'Bg4', 'Be2', 'Be6', 'Bg5', 'Qd7', 'Bxf6', 'gxf6', 'Bb5', 'c6', 'Bd3', 'O-O-O', 'O-O', 'Kb8', 'Qe1', 'd5', 'exd5', 'Bxd5', 'Be4', 'Bc4', 'Rd1', 'Qc7', 'Rxd8+', 'Qxd8', 'b3', 'Bxf1', 'Qxf1', 'Bb4', 'Na4', 'Qd2', 'h3', 'Qe1', 'Qxe1', 'Bxe1', 'Nc5', 'Re8', 'Bxh7', 'Bb4', 'Nd7+', 'Ka8', 'Nxf6', 'Re6', 'Nd7', 'Bd6', 'Nf8', 'Re1#', '0-1']",1.0,0.0
" ""Rkitty"""," ""DontBanFizz""","['e4', 'e6', 'd4', 'f5', 'Nc3', 'Qf6', 'e5', 'Qg6', 'Nf3', 'd6', 'Bd3', 'Nc6', 'Be3', 'Nh6', 'Qd2', 'Ng4', 'O-O-O', 'Nxe3', 'Qxe3', 'Qxg2', 'exd6', 'cxd6', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Nh4', 'Qg4', 'Rhg1', 'Qxh4', 'Qxe6+', 'Be7', 'Qxf5', 'Rf8', 'Qd3', 'Bg5+', 'Kb1', 'Rf3', 'Qe2+', 'Be7', 'd5', 'Rf7', 'dxc6', 'bxc6', 'Rxd6', 'Kf8', 'Rxc6', 'Qxh2', 'Re1', 'Re8', 'Qb5', 'Rxf2', 'Ne4', 'Qb8', 'Qc4', 'Rf4', '0-1']",1.0,0.0
" ""maar1048"""," ""Rkitty""","['d4', 'd5', 'c4', 'e6', 'a3', 'Nc6', 'e3', 'Nf6', 'Nc3', 'e5', 'dxe5', 'Nxe5', 'cxd5', 'c6', 'dxc6', 'Qxd1+', 'Nxd1', 'Nxc6', 'Bb5', 'Bd7', 'Nc3', 'Bb4', 'axb4', 'O-O', 'Bxc6', 'Bxc6', 'Nf3', 'Ng4', 'O-O', 'Nf6', 'Ra5', 'b6', 'Re5', 'Ng4', 'Rg5', 'Nh6', 'Nd5', 'Bxd5', 'Rxd5', 'f6', 'Rfd1', 'Nf7', 'b3', 'a6', 'Ba3', 'b5', 'Bb2', 'Ra7', 'Nh4', 'g5', 'Nf5', 'Rc7', 'Rd6', 'Nxd6', 'Nxd6', 'Rc2', 'Nf5', '0-1']",0.0,1.0
" ""Rkitty"""," ""Uli_K""","['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'Nc6', 'd4', 'd6', 'd5', 'Nb4', 'Be3', 'Nxe4', 'Nxe4', 'Bf5', 'Bd3', 'Nxd3+', 'cxd3', 'c6', 'dxc6', 'bxc6', 'O-O', 'Qb6', 'Bxb6', 'axb6', 'Nxd6+', 'Bxd6', 'Re1', 'Bb4', 'Rxe5+', 'Be6', 'Ng5', 'f6', '1-0']",1.0,0.0
" ""Rkitty"""," ""hajeBro""","['Nc3', 'g6', 'Nf3', 'Bg7', 'd4', 'c5', 'd5', 'e6', 'e4', 'Nf6', 'd6', 'O-O', 'e5', 'Ng4', 'Be3', 'b6', 'Bd3', 'h5', 'Be4', 'Nc6', 'Bxc6', 'dxc6', 'Qd2', 'c4', 'O-O-O', 'Re8', 'h3', 'Nxe5', 'Nxe5', 'Bxe5', 'Bf4', 'Bxf4', 'Qxf4', 'b5', 'Ne4', 'f5', 'Nf6+', 'Qxf6', 'd7', 'Bxd7', 'Rxd7', 'Red8', 'Rxd8+', 'Rxd8', 'Rd1', 'Rxd1+', 'Kxd1', 'Qxb2', 'Qb8+', 'Kg7', 'Qxa7+', 'Kf6', 'Qc7', 'Qa1+', 'Kd2', 'Qxa2', 'Qxc6', 'Qa5+', 'c3', 'b4', 'Qxc4', 'bxc3+', 'Kd3', 'e5', 'Qc6+', 'Kg5', 'g3', 'f4', 'h4+', 'Kg4', 'Qxg6+', 'Kf3', 'Qxh5+', 'Kxf2', 'Qe2+', 'Kxg3', 'h5', 'f3', 'Qe1+', 'Kg2', 'h6', 'f2', 'Qe2', 'Qb5+', 'Ke3', 'Qxe2+', 'Kxe2', 'f1=Q+', 'Ke3', 'c2', 'h7', 'Qf8', 'Kd2', 'e4', 'Kxc2', 'Kf3', 'Kd2', 'e3+', 'Ke1', 'Qh8', 'Kf1', 'e2+', 'Ke1', 'Qxh7', 'Kd2', 'Kf2', 'Kc1', 'e1=Q+', 'Kb2', 'Qc7', 'Kb3', 'Qb1+', 'Ka4', 'Qa7#', '0-1']",1.0,0.0
" ""hajeBro"""," ""Rkitty""","['d4', 'd5', 'c4', 'Nf6', 'cxd5', 'Nxd5', 'e4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'e5', 'dxe5', 'Qxd1+', 'Kxd1', 'Bb4', 'exf6', 'Bxc3', 'bxc3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'gxf6', 'Rb1', 'O-O-O+', 'Bd2', 'Ne5', 'Bh5', 'Rhg8', 'g3', 'Nc4', 'Bxf7', 'Rgf8', 'Bxc4', 'f5', 'e5', 'Rd7', 'Kc2', 'Rfd8', 'Rbd1', 'a6', 'Bg5', 'Rg8', 'Bf4', 'Rxd1', 'Rxd1', 'Rg4', 'e6', 'b5', 'Bb3', 'Rg7', 'Bh6', 'Re7', 'Re1', 'a5', 'a4', 'bxa4', 'Bxa4', 'Rxe6', 'Rxe6', '1-0']",0.0,1.0
" ""Rkitty"""," ""hajeBro""","['Nf3', 'c5', 'Nc3', 'g6', 'd4', 'cxd4', 'Nxd4', 'Nc6', 'Nxc6', 'bxc6', 'e4', 'Bg7', 'Bd3', 'Nf6', 'Be3', 'e6', 'O-O', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Re1', 'O-O', 'Bd4', 'Rab8', 'Bxf6', 'Bxf6', 'Rc1', 'Rxb2', 'Na4', 'Rxa2', 'Nc5', 'Qd6', 'Nb7', 'Qb8', 'Nc5', 'Be5', 'Nd3', 'Bxh2+', 'Kf1', 'Rc8', 'g3', 'Qb2', 'Nxb2', 'Rxb2', 'Re2', 'a5', 'c3', 'Rxe2', 'Qxe2', 'a4', 'Qa6', 'Rc4', 'Ra1', 'Rxc3', 'Qxa4', 'Kg7', 'Qe8', 'd4', 'Ra7', 'Rf3', 'Kg2', 'Rf5', 'Kxh2', 'd3', 'Qd8', 'Rf3', 'Qd4+', 'Kh6', 'Qe4', 'Rxf2+', 'Kh3', 'Re2', 'Qxd3', 'Re5', 'Qd2+', 'g5', 'Rxf7', 'Kg6', 'Rb7', 'h5', 'Qd3+', 'Kf6', 'Qf3+', 'Kg6', 'Qf7+', 'Kh6', 'Qh7#', '1-0']",1.0,0.0
